schema_version	record_key	task_id	attempt	pipeline_id	manifest	base_row	field	architecture	linux_path	record_kind	symbol_name	source_line	old_value	final_value	decision_status	source_citations	linux_sha	candidate_sha256	implementation_sha256	phase0_identity_sha256	queue_fingerprint	base_manifest_sha256
semantic-proposal-v1	SC1-48c1ec3651839af1ee30fe677809454e45ca2fe3b76a4e1c35a122a74b6fb83f	S013677	1	P01	SCOPE.tsv	13678	semantic_status	common	include/linux/decompress/generic.h	scope	S013677	0	PENDING_REVIEW	COMPLETE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;rewrite/metadata/header_closure.tsv	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	b83349e6731e17e5da5e04a0ea053487e8ac8d9269538dbdb367d83f77b17e0a
semantic-proposal-v1	SC1-4984884fe2e5047529cbbcbc23a64ade71fafe3a868fb25b0868b186cd22f852	S013677	1	P01	SYMBOLS.tsv	175830	status	aarch64	include/linux/decompress/generic.h	conditional	ifndef@2	2	PENDING_REVIEW	COMPLETE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:2;rewrite/configs/aarch64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
semantic-proposal-v1	SC1-3b39f864ecba77bb8a17c6436c08d09bf6b31b7f89f8dc1d20c72c710a8ee8b2	S013677	1	P01	SYMBOLS.tsv	175831	status	aarch64	include/linux/decompress/generic.h	conditional	endif@40	40	PENDING_REVIEW	COMPLETE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:40;rewrite/configs/aarch64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
semantic-proposal-v1	SC1-7d81c6aa0ecf4cd7a0bede56ddadc619f2cb00942719a62fe3161952e2914f9b	S013677	1	P01	SYMBOLS.tsv	175832	selection_expression	aarch64	include/linux/decompress/generic.h	operative_macro	DECOMPRESS_GENERIC_H	3	PENDING_REVIEW	SOURCE_REVIEWED_VALUE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:3;rewrite/configs/aarch64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
semantic-proposal-v1	SC1-b248f21cebcdc80c7d3d2c982c068155ee363ef5c853f908b82a963787e676a9	S013677	1	P01	SYMBOLS.tsv	175832	status	aarch64	include/linux/decompress/generic.h	operative_macro	DECOMPRESS_GENERIC_H	3	PENDING_REVIEW	COMPLETE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:3;rewrite/configs/aarch64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
semantic-proposal-v1	SC1-8a18716079fb8a138e619b0881a2a29b8055e3f3aeb836928d6f843a71b0776f	S013677	1	P01	SYMBOLS.tsv	175833	selection_expression	aarch64	include/linux/decompress/generic.h	type	decompress_fn	5	PENDING_REVIEW	SOURCE_REVIEWED_VALUE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:5;rewrite/configs/aarch64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
semantic-proposal-v1	SC1-8a552a8838bf584d8345b6a8fd4809821de3b33c48a541733b6f6f6d2bc5fe74	S013677	1	P01	SYMBOLS.tsv	175833	status	aarch64	include/linux/decompress/generic.h	type	decompress_fn	5	PENDING_REVIEW	COMPLETE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:5;rewrite/configs/aarch64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
semantic-proposal-v1	SC1-8f3b800756e676a1e27740bde9490aeb5be761b20ecae259c02afcabda30b8b2	S013677	1	P01	SYMBOLS.tsv	175834	status	x86_64	include/linux/decompress/generic.h	conditional	ifndef@2	2	PENDING_REVIEW	COMPLETE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:2;rewrite/configs/x86_64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
semantic-proposal-v1	SC1-84e28c10268d8bf9b5d1e36ac1ded3d57191c7318d8db329f9a8e20b89c18dd2	S013677	1	P01	SYMBOLS.tsv	175835	status	x86_64	include/linux/decompress/generic.h	conditional	endif@40	40	PENDING_REVIEW	COMPLETE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:40;rewrite/configs/x86_64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
semantic-proposal-v1	SC1-296f219e68544999dd3163bd6b46c9be418ab94961caf06839c6321bbd771217	S013677	1	P01	SYMBOLS.tsv	175836	selection_expression	x86_64	include/linux/decompress/generic.h	operative_macro	DECOMPRESS_GENERIC_H	3	PENDING_REVIEW	SOURCE_REVIEWED_VALUE	COMPLETE	vendor/linux/include/linux/decompress/generic.h;vendor/linux/include/linux/decompress/generic.h:3;rewrite/configs/x86_64/frozen.config;header_closure=rewrite/metadata/header_closure.tsv;selected=PENDING_REVIEW	425f94c2954b1fe80ebdbf9b29854e89750355df	365fd3d490fd102efa6071c062160b37c0ed292ba0937e62682d803d39ce2a25	07c21f7adb2b764b6fd12bb78f02a5bb892e66860505380637bbf7bbd407533a	0123af9e96b58af4e98b91a2de5608d36b63c67864b9041d3340587f3dbe40d2	cfa8dcf0d81c408de38d4202fe1ce9d9e5e301d1e67439c9530da94b1e64ee3f	7484d7b0dd80f45e18d726b04752827fe28555cc5c1af0e127948380e6688abf
